,party,procedure_type,percent_dissent
5750,Greens/EFA,INI,0.0
5751,ID,INI,0.0192307692307692
5752,Renew,INI,0.0
5753,S&D,INI,0.0
5754,ECR,INI,0.2280701754385965
5755,EPP,INI,0.0
5756,GUE/NGL,INI,0.074074074074074
5757,Greens/EFA,INI,0.0
5758,ID,INI,0.2553191489361702
5759,Renew,INI,0.0
5760,S&D,INI,0.0
5761,ECR,INI,0.135593220338983
5762,EPP,INI,0.4
5763,GUE/NGL,INI,0.0999999999999999
5764,Greens/EFA,INI,0.0
5765,ID,INI,0.0
5766,Renew,INI,0.2705882352941177
5767,S&D,INI,0.0
5768,ECR,COD,0.0491803278688525
5769,EPP,COD,0.0
5770,GUE/NGL,COD,0.0
5771,Greens/EFA,COD,0.0
5772,ID,COD,0.0
5773,Renew,COD,0.0
5774,S&D,COD,0.0
5775,ECR,INI,0.081967213114754
5776,EPP,INI,0.0
5777,GUE/NGL,INI,0.2592592592592593
5778,Greens/EFA,INI,0.106060606060606
5779,ID,INI,0.42
5780,Renew,INI,0.0454545454545454
5781,S&D,INI,0.0089285714285713
5782,ECR,INI,0.0793650793650794
5783,EPP,INI,0.1132075471698113
5784,GUE/NGL,INI,0.4333333333333333
5785,Greens/EFA,INI,0.0147058823529411
5786,ID,INI,0.0
5787,Renew,INI,0.0879120879120879
5788,S&D,INI,0.08130081300813
5789,ECR,COD,0.0333333333333333
5790,EPP,COD,0.0
5791,GUE/NGL,COD,0.1290322580645161
5792,Greens/EFA,COD,0.0
5793,ID,COD,0.0
5794,Renew,COD,0.0
5795,S&D,COD,0.0
5796,ECR,COD,0.0333333333333333
5797,EPP,COD,0.0
5798,GUE/NGL,COD,0.1612903225806451
5799,Greens/EFA,COD,0.0
5800,ID,COD,0.0
5801,Renew,COD,0.0
5802,S&D,COD,0.0
5803,ECR,COD,0.1228070175438597
5804,EPP,COD,0.0
5805,GUE/NGL,COD,0.0384615384615384
5806,Greens/EFA,COD,0.0
5807,ID,COD,0.3043478260869565
5808,Renew,COD,0.0
5809,S&D,COD,0.0
5810,ECR,INL,0.2380952380952381
5811,EPP,INL,0.1999999999999999
5812,GUE/NGL,INL,0.0967741935483871
5813,Greens/EFA,INL,0.0588235294117647
5814,ID,INL,0.3454545454545454
5815,Renew,INL,0.2282608695652174
5816,S&D,INL,0.0163934426229508
5817,ECR,COD,0.2258064516129032
5818,EPP,COD,0.01875
5819,GUE/NGL,COD,0.2142857142857143
5820,Greens/EFA,COD,0.0149253731343284
5821,ID,COD,0.4181818181818182
5822,Renew,COD,0.0217391304347825
5823,S&D,COD,0.0737704918032786
5824,ECR,INL,0.2063492063492064
5825,EPP,INL,0.0193548387096774
5826,GUE/NGL,INL,0.0645161290322581
5827,Greens/EFA,INL,0.0
5828,ID,INL,0.3137254901960784
5829,Renew,INL,0.0
5830,S&D,INL,0.008130081300813
5831,ECR,INI,0.0655737704918032
5832,EPP,INI,0.4838709677419355
5833,GUE/NGL,INI,0.0
5834,Greens/EFA,INI,0.0
5835,ID,INI,0.2075471698113207
5836,Renew,INI,0.2197802197802197
5837,S&D,INI,0.0
5838,ECR,COD,0.2258064516129032
5839,EPP,COD,0.0
5840,GUE/NGL,COD,0.0
5841,Greens/EFA,COD,0.0
5842,ID,COD,0.1538461538461538
5843,Renew,COD,0.0659340659340659
5844,S&D,COD,0.0
5845,ECR,INI,0.2333333333333332
5846,EPP,INI,0.0563380281690141
5847,GUE/NGL,INI,0.0666666666666666
5848,Greens/EFA,INI,0.0
5849,ID,INI,0.2083333333333333
5850,Renew,INI,0.0465116279069767
5851,S&D,INI,0.0
5852,ECR,BUD,0.1999999999999999
5853,EPP,BUD,0.0
5854,GUE/NGL,BUD,0.0333333333333333
5855,Greens/EFA,BUD,0.0
5856,ID,BUD,0.2075471698113207
5857,Renew,BUD,0.0543478260869565
5858,S&D,BUD,0.0
5859,ECR,COD,0.3064516129032257
5860,EPP,COD,0.0687499999999999
5861,GUE/NGL,COD,0.1935483870967742
5862,Greens/EFA,COD,0.0588235294117647
5863,ID,COD,0.5185185185185186
5864,Renew,COD,0.0652173913043477
5865,S&D,COD,0.0991735537190082
5866,ECR,COD,0.0793650793650794
5867,EPP,COD,0.14
5868,GUE/NGL,COD,0.032258064516129
5869,Greens/EFA,COD,0.0
5870,ID,COD,0.0181818181818181
5871,Renew,COD,0.1304347826086956
5872,S&D,COD,0.032
5873,ECR,INI,0.3620689655172413
5874,EPP,INI,0.1159420289855072
5875,GUE/NGL,INI,0.1379310344827586
5876,Greens/EFA,INI,0.0
5877,ID,INI,0.4166666666666666
5878,Renew,INI,0.2142857142857143
5879,S&D,INI,0.0303030303030302
5880,ECR,INI,0.0169491525423728
5881,EPP,INI,0.1832061068702289
5882,GUE/NGL,INI,0.2258064516129032
5883,Greens/EFA,INI,0.0
5884,ID,INI,0.0
5885,Renew,INI,0.0
5886,S&D,INI,0.0099009900990099
5887,ECR,RSP,0.0634920634920634
5888,EPP,RSP,0.0440251572327043
5889,GUE/NGL,RSP,0.1290322580645161
5890,Greens/EFA,RSP,0.0
5891,ID,RSP,0.0
5892,Renew,RSP,0.0444444444444444
5893,S&D,RSP,0.0666666666666666
5894,ECR,INL,0.0
5895,EPP,INL,0.4802631578947368
5896,GUE/NGL,INL,0.2580645161290322
5897,Greens/EFA,INL,0.140625
5898,ID,INL,0.0
5899,Renew,INL,0.2087912087912088
5900,S&D,INL,0.1848739495798319
5901,ECR,COD,0.2580645161290322
5902,EPP,COD,0.2738853503184714
5903,GUE/NGL,COD,0.0967741935483871
5904,Greens/EFA,COD,0.0
5905,ID,COD,0.0185185185185184
5906,Renew,COD,0.2021276595744681
5907,S&D,COD,0.008
5908,ECR,NLE,0.109375
5909,EPP,NLE,0.0628930817610062
5910,GUE/NGL,NLE,0.1935483870967742
5911,Greens/EFA,NLE,0.2307692307692307
5912,ID,NLE,0.4038461538461538
5913,Renew,NLE,0.021505376344086
5914,S&D,NLE,0.056
5915,ECR,BUD,0.265625
5916,EPP,BUD,0.0754716981132075
5917,GUE/NGL,BUD,0.4666666666666667
5918,Greens/EFA,BUD,0.0
5919,ID,BUD,0.4117647058823529
5920,Renew,BUD,0.032258064516129
5921,S&D,BUD,0.024
5922,ECR,BUD,0.046875
5923,EPP,BUD,0.0
5924,GUE/NGL,BUD,0.2666666666666667
5925,Greens/EFA,BUD,0.0
5926,ID,BUD,0.2941176470588235
5927,Renew,BUD,0.0
5928,S&D,BUD,0.0
5929,ECR,INI,0.1578947368421053
5930,EPP,INI,0.0155038759689922
5931,GUE/NGL,INI,0.25
5932,Greens/EFA,INI,0.0
5933,ID,INI,0.0217391304347825
5934,Renew,INI,0.0
5935,S&D,INI,0.0
5936,ECR,NLE,0.015625
5937,EPP,NLE,0.0
5938,GUE/NGL,NLE,0.1935483870967742
5939,Greens/EFA,NLE,0.0
5940,ID,NLE,0.0
5941,Renew,NLE,0.0
5942,S&D,NLE,0.0393700787401575
5943,ECR,APP,0.0
5944,EPP,APP,0.0
5945,GUE/NGL,APP,0.0
5946,Greens/EFA,APP,0.0
5947,ID,APP,0.0
5948,Renew,APP,0.0
5949,S&D,APP,0.0
5950,ECR,COD,0.53125
5951,EPP,COD,0.1464968152866241
5952,GUE/NGL,COD,0.1290322580645161
5953,Greens/EFA,COD,0.0153846153846153
5954,ID,COD,0.0555555555555555
5955,Renew,COD,0.4574468085106383
5956,S&D,COD,0.4
5957,ECR,RSP,0.05
5958,EPP,RSP,0.0
5959,GUE/NGL,RSP,0.1724137931034483
5960,Greens/EFA,RSP,0.0
5961,ID,RSP,0.2558139534883721
5962,Renew,RSP,0.0116279069767442
5963,S&D,RSP,0.0
5964,ECR,RSP,0.05
5965,EPP,RSP,0.0
5966,GUE/NGL,RSP,0.4838709677419355
5967,Greens/EFA,RSP,0.0
5968,ID,RSP,0.4468085106382978
5969,Renew,RSP,0.0
5970,S&D,RSP,0.0097087378640776
5971,ECR,RSP,0.1525423728813559
5972,EPP,RSP,0.0214285714285714
5973,GUE/NGL,RSP,0.1034482758620689
5974,Greens/EFA,RSP,0.0
5975,ID,RSP,0.125
5976,Renew,RSP,0.0352941176470588
5977,S&D,RSP,0.0
5978,ECR,COD,0.0655737704918032
5979,EPP,COD,0.0063291139240506
5980,GUE/NGL,COD,0.5454545454545454
5981,Greens/EFA,COD,0.2903225806451612
5982,ID,COD,0.16
5983,Renew,COD,0.0
5984,S&D,COD,0.0079365079365079
5985,ECR,INI,0.0166666666666667
5986,EPP,INI,0.3105590062111801
5987,GUE/NGL,INI,0.4545454545454546
5988,Greens/EFA,INI,0.03125
5989,ID,INI,0.0196078431372549
5990,Renew,INI,0.1808510638297872
5991,S&D,INI,0.168
5992,ECR,INI,0.3220338983050848
5993,EPP,INI,0.012121212121212
5994,GUE/NGL,INI,0.303030303030303
5995,Greens/EFA,INI,0.0
5996,ID,INI,0.1923076923076923
5997,Renew,INI,0.0106382978723403
5998,S&D,INI,0.0
5999,ECR,INI,0.0169491525423728
6000,EPP,INI,0.10062893081761
6001,GUE/NGL,INI,0.1875
6002,Greens/EFA,INI,0.0
6003,ID,INI,0.0
6004,Renew,INI,0.3255813953488372
6005,S&D,INI,0.0719999999999999
6006,ECR,INI,0.087719298245614
6007,EPP,INI,0.0
6008,GUE/NGL,INI,0.3333333333333333
6009,Greens/EFA,INI,0.0689655172413793
6010,ID,INI,0.5
6011,Renew,INI,0.0
6012,S&D,INI,0.0480769230769231
6013,ECR,INI,0.2372881355932203
6014,EPP,INI,0.0
6015,GUE/NGL,INI,0.0909090909090909
6016,Greens/EFA,INI,0.0
6017,ID,INI,0.36
6018,Renew,INI,0.0833333333333333
6019,S&D,INI,0.024390243902439
6020,ECR,CNS,0.0
6021,EPP,CNS,0.0
6022,GUE/NGL,CNS,0.0333333333333333
6023,Greens/EFA,CNS,0.0
6024,ID,CNS,0.0
6025,Renew,CNS,0.0
6026,S&D,CNS,0.008
6027,ECR,COD,0.0
6028,EPP,COD,0.0
6029,GUE/NGL,COD,0.0645161290322581
6030,Greens/EFA,COD,0.0
6031,ID,COD,0.0
6032,Renew,COD,0.0119047619047618
6033,S&D,COD,0.008
6034,ECR,COD,0.0983606557377049
6035,EPP,COD,0.0062893081761006
6036,GUE/NGL,COD,0.0
6037,Greens/EFA,COD,0.0
6038,ID,COD,0.4897959183673469
6039,Renew,COD,0.0
6040,S&D,COD,0.0
6041,ECR,INI,0.05
6042,EPP,INI,0.0
6043,GUE/NGL,INI,0.2121212121212121
6044,Greens/EFA,INI,0.0
6045,ID,INI,0.4
6046,Renew,INI,0.0
6047,S&D,INI,0.0
6048,ECR,INI,0.1967213114754098
6049,EPP,INI,0.0062111801242236
6050,GUE/NGL,INI,0.2121212121212121
6051,Greens/EFA,INI,0.0
6052,ID,INI,0.3199999999999999
6053,Renew,INI,0.0459770114942529
6054,S&D,INI,0.0
6055,ECR,INI,0.0163934426229508
6056,EPP,INI,0.310126582278481
6057,GUE/NGL,INI,0.5454545454545454
6058,Greens/EFA,INI,0.0634920634920634
6059,ID,INI,0.0
6060,Renew,INI,0.2441860465116279
6061,S&D,INI,0.1774193548387096
6062,ECR,COD,0.0666666666666666
6063,EPP,COD,0.0
6064,GUE/NGL,COD,0.03125
6065,Greens/EFA,COD,0.0
6066,ID,COD,0.3333333333333333
6067,Renew,COD,0.0
6068,S&D,COD,0.0
6069,ECR,INI,0.06
6070,EPP,INI,0.1317829457364341
6071,GUE/NGL,INI,0.2758620689655172
6072,Greens/EFA,INI,0.0166666666666667
6073,ID,INI,0.0465116279069767
6074,Renew,INI,0.0235294117647059
6075,S&D,INI,0.0185185185185184
6076,ECR,INI,0.3
6077,EPP,INI,0.05
6078,GUE/NGL,INI,0.1212121212121212
6079,Greens/EFA,INI,0.0317460317460317
6080,ID,INI,0.62
6081,Renew,INI,0.0689655172413793
6082,S&D,INI,0.008
6083,ECR,INI,0.0
6084,EPP,INI,0.0749999999999999
6085,GUE/NGL,INI,0.1212121212121212
6086,Greens/EFA,INI,0.0967741935483871
6087,ID,INI,0.0612244897959183
6088,Renew,INI,0.0116279069767442
6089,S&D,INI,0.4508196721311475
6090,ECR,INI,0.3666666666666667
6091,EPP,INI,0.0125786163522012
6092,GUE/NGL,INI,0.0
6093,Greens/EFA,INI,0.0
6094,ID,INI,0.28
6095,Renew,INI,0.0574712643678161
6096,S&D,INI,0.0
6097,ECR,INI,0.25
6098,EPP,INI,0.3112582781456954
6099,GUE/NGL,INI,0.40625
6100,Greens/EFA,INI,0.25
6101,ID,INI,0.4693877551020408
6102,Renew,INI,0.1294117647058823
6103,S&D,INI,0.3025210084033614
6104,ECR,INI,0.0999999999999999
6105,EPP,INI,0.0
6106,GUE/NGL,INI,0.2727272727272727
6107,Greens/EFA,INI,0.25
6108,ID,INI,0.4117647058823529
6109,Renew,INI,0.2580645161290322
6110,S&D,INI,0.0634920634920634
6111,ECR,INI,0.2203389830508474
6112,EPP,INI,0.050314465408805
6113,GUE/NGL,INI,0.0
6114,Greens/EFA,INI,0.0634920634920634
6115,ID,INI,0.4666666666666667
6116,Renew,INI,0.0348837209302325
6117,S&D,INI,0.0080645161290322
6118,ECR,COD,0.2166666666666666
6119,EPP,COD,0.0060606060606061
6120,GUE/NGL,COD,0.303030303030303
6121,Greens/EFA,COD,0.1875
6122,ID,COD,0.4117647058823529
6123,Renew,COD,0.1063829787234043
6124,S&D,COD,0.024793388429752
6125,ECR,NLE,0.0983606557377049
6126,EPP,NLE,0.0
6127,GUE/NGL,NLE,0.5
6128,Greens/EFA,NLE,0.0158730158730159
6129,ID,NLE,0.3673469387755101
6130,Renew,NLE,0.0
6131,S&D,NLE,0.0
6132,ECR,COD,0.0
6133,EPP,COD,0.0437499999999999
6134,GUE/NGL,COD,0.3939393939393939
6135,Greens/EFA,COD,0.0158730158730159
6136,ID,COD,0.0799999999999999
6137,Renew,COD,0.0465116279069767
6138,S&D,COD,0.1746031746031746
6139,ECR,COD,0.3166666666666666
6140,EPP,COD,0.1075949367088607
6141,GUE/NGL,COD,0.0
6142,Greens/EFA,COD,0.0166666666666667
6143,ID,COD,0.2553191489361702
6144,Renew,COD,0.0
6145,S&D,COD,0.0
6146,ECR,INI,0.2166666666666666
6147,EPP,INI,0.2670807453416148
6148,GUE/NGL,INI,0.0909090909090909
6149,Greens/EFA,INI,0.0
6150,ID,INI,0.3846153846153846
6151,Renew,INI,0.1914893617021277
6152,S&D,INI,0.0
6153,ECR,INI,0.1999999999999999
6154,EPP,INI,0.0484848484848484
6155,GUE/NGL,INI,0.1935483870967742
6156,Greens/EFA,INI,0.0
6157,ID,INI,0.0769230769230768
6158,Renew,INI,0.0319148936170212
6159,S&D,INI,0.0
6160,ECR,INI,0.135593220338983
6161,EPP,INI,0.0060975609756097
6162,GUE/NGL,INI,0.0303030303030302
6163,Greens/EFA,INI,0.0
6164,ID,INI,0.4038461538461538
6165,Renew,INI,0.0
6166,S&D,INI,0.016
6167,ECR,INI,0.0666666666666666
6168,EPP,INI,0.0
6169,GUE/NGL,INI,0.4242424242424242
6170,Greens/EFA,INI,0.03125
6171,ID,INI,0.5306122448979591
6172,Renew,INI,0.032258064516129
6173,S&D,INI,0.0483870967741935
6174,ECR,CNS,0.2142857142857143
6175,EPP,CNS,0.3308270676691729
6176,GUE/NGL,CNS,0.0
6177,Greens/EFA,CNS,0.0172413793103448
6178,ID,CNS,0.0212765957446808
6179,Renew,CNS,0.0126582278481012
6180,S&D,CNS,0.0206185567010309
6181,ECR,INI,0.1999999999999999
6182,EPP,INI,0.09375
6183,GUE/NGL,INI,0.0833333333333333
6184,Greens/EFA,INI,0.2413793103448276
6185,ID,INI,0.5319148936170213
6186,Renew,INI,0.0641025641025641
6187,S&D,INI,0.0
6188,ECR,DEA,0.1666666666666666
6189,EPP,DEA,0.4161490683229814
6190,GUE/NGL,DEA,0.0606060606060605
6191,Greens/EFA,DEA,0.0
6192,ID,DEA,0.2692307692307693
6193,Renew,DEA,0.108695652173913
6194,S&D,DEA,0.0551181102362204
6195,ECR,RPS,0.1481481481481481
6196,EPP,RPS,0.2391304347826086
6197,GUE/NGL,RPS,0.0
6198,Greens/EFA,RPS,0.0
6199,ID,RPS,0.5957446808510638
6200,Renew,RPS,0.2467532467532467
6201,S&D,RPS,0.0
6202,ECR,RSP,0.3035714285714286
6203,EPP,RSP,0.3237410071942446
6204,GUE/NGL,RSP,0.0
6205,Greens/EFA,RSP,0.0
6206,ID,RSP,0.1489361702127659
6207,Renew,RSP,0.4487179487179487
6208,S&D,RSP,0.0396039603960396
6209,ECR,RPS,0.0363636363636363
6210,EPP,RPS,0.0571428571428571
6211,GUE/NGL,RPS,0.0
6212,Greens/EFA,RPS,0.0
6213,ID,RPS,0.0208333333333333
6214,Renew,RPS,0.4285714285714286
6215,S&D,RPS,0.0
6216,ECR,RSP,0.3035714285714286
6217,EPP,RSP,0.3333333333333333
6218,GUE/NGL,RSP,0.0
6219,Greens/EFA,RSP,0.0
6220,ID,RSP,0.2083333333333333
6221,Renew,RSP,0.4871794871794872
6222,S&D,RSP,0.0480769230769231
6223,ECR,RSP,0.0701754385964912
6224,EPP,RSP,0.2573529411764705
6225,GUE/NGL,RSP,0.2083333333333333
6226,Greens/EFA,RSP,0.0
6227,ID,RSP,0.0
6228,Renew,RSP,0.0129870129870129
6229,S&D,RSP,0.0099009900990099
6230,ECR,RSP,0.3220338983050848
6231,EPP,RSP,0.2222222222222222
6232,GUE/NGL,RSP,0.5454545454545454
6233,Greens/EFA,RSP,0.03125
6234,ID,RSP,0.3529411764705882
6235,Renew,RSP,0.0319148936170212
6236,S&D,RSP,0.08130081300813
6237,ECR,RSP,0.1785714285714286
6238,EPP,RSP,0.0071428571428571
6239,GUE/NGL,RSP,0.0
6240,Greens/EFA,RSP,0.0
6241,ID,RSP,0.4782608695652174
6242,Renew,RSP,0.0
6243,S&D,RSP,0.0
6244,ECR,RSP,0.0357142857142857
6245,EPP,RSP,0.0071428571428571
6246,GUE/NGL,RSP,0.3199999999999999
6247,Greens/EFA,RSP,0.0
6248,ID,RSP,0.5
6249,Renew,RSP,0.0
6250,S&D,RSP,0.0
6251,ECR,RSP,0.0784313725490196
6252,EPP,RSP,0.0
6253,GUE/NGL,RSP,0.0833333333333333
6254,Greens/EFA,RSP,0.0
6255,ID,RSP,0.5238095238095238
6256,Renew,RSP,0.0
6257,S&D,RSP,0.0
6258,ECR,RSP,0.0727272727272727
6259,EPP,RSP,0.0
6260,GUE/NGL,RSP,0.6071428571428572
6261,Greens/EFA,RSP,0.0
6262,ID,RSP,0.4375
6263,Renew,RSP,0.0
6264,S&D,RSP,0.0097087378640776
6265,ECR,INI,0.4807692307692307
6266,EPP,INI,0.0076923076923076
6267,GUE/NGL,INI,0.3928571428571429
6268,Greens/EFA,INI,0.0983606557377049
6269,ID,INI,0.2083333333333333
6270,Renew,INI,0.0459770114942529
6271,S&D,INI,0.074074074074074
6272,ECR,INI,0.2586206896551724
6273,EPP,INI,0.0509554140127388
6274,GUE/NGL,INI,0.3714285714285714
6275,Greens/EFA,INI,0.032258064516129
6276,ID,INI,0.2115384615384615
6277,Renew,INI,0.0714285714285714
6278,S&D,INI,0.1119999999999999
6279,ECR,COD,0.3529411764705882
6280,EPP,COD,0.0408163265306122
6281,GUE/NGL,COD,0.0303030303030302
6282,Greens/EFA,COD,0.0
6283,ID,COD,0.1304347826086956
6284,Renew,COD,0.0638297872340425
6285,S&D,COD,0.009009009009009
6286,ECR,COD,0.0612244897959183
6287,EPP,COD,0.0068965517241379
6288,GUE/NGL,COD,0.03125
6289,Greens/EFA,COD,0.0
6290,ID,COD,0.2682926829268293
6291,Renew,COD,0.0116279069767442
6292,S&D,COD,0.0
6293,ECR,INI,0.3333333333333333
6294,EPP,INI,0.0838709677419354
6295,GUE/NGL,INI,0.2285714285714285
6296,Greens/EFA,INI,0.0158730158730159
6297,ID,INI,0.0
6298,Renew,INI,0.0309278350515463
6299,S&D,INI,0.0084745762711864
6300,ECR,INI,0.2105263157894736
6301,EPP,INI,0.0063694267515923
6302,GUE/NGL,INI,0.1999999999999999
6303,Greens/EFA,INI,0.0158730158730159
6304,ID,INI,0.3653846153846154
6305,Renew,INI,0.0306122448979592
6306,S&D,INI,0.0583333333333333
6307,ECR,INI,0.1607142857142857
6308,EPP,INI,0.0064935064935064
6309,GUE/NGL,INI,0.2285714285714285
6310,Greens/EFA,INI,0.0
6311,ID,INI,0.3137254901960784
6312,Renew,INI,0.0309278350515463
6313,S&D,INI,0.0
6314,ECR,INI,0.3454545454545454
6315,EPP,INI,0.0382165605095541
6316,GUE/NGL,INI,0.0571428571428571
6317,Greens/EFA,INI,0.0793650793650794
6318,ID,INI,0.26
6319,Renew,INI,0.0909090909090909
6320,S&D,INI,0.0
6321,ECR,INI,0.0508474576271186
6322,EPP,INI,0.0
6323,GUE/NGL,INI,0.4857142857142857
6324,Greens/EFA,INI,0.015625
6325,ID,INI,0.1923076923076923
6326,Renew,INI,0.0303030303030302
6327,S&D,INI,0.0245901639344262
6328,ECR,INI,0.0338983050847457
6329,EPP,INI,0.1719745222929936
6330,GUE/NGL,INI,0.3714285714285714
6331,Greens/EFA,INI,0.0625
6332,ID,INI,0.0
6333,Renew,INI,0.0606060606060605
6334,S&D,INI,0.0959999999999999
6335,ECR,INI,0.3269230769230768
6336,EPP,INI,0.1194029850746268
6337,GUE/NGL,INI,0.4137931034482759
6338,Greens/EFA,INI,0.0
6339,ID,INI,0.3913043478260869
6340,Renew,INI,0.1724137931034483
6341,S&D,INI,0.0458715596330274
6342,ECR,INI,0.1886792452830188
6343,EPP,INI,0.0194805194805194
6344,GUE/NGL,INI,0.0294117647058823
6345,Greens/EFA,INI,0.0
6346,ID,INI,0.0204081632653061
6347,Renew,INI,0.0
6348,S&D,INI,0.0
6349,ECR,INI,0.1578947368421053
6350,EPP,INI,0.0
6351,GUE/NGL,INI,0.4117647058823529
6352,Greens/EFA,INI,0.03125
6353,ID,INI,0.5576923076923077
6354,Renew,INI,0.0
6355,S&D,INI,0.0
6356,ECR,INL,0.2068965517241379
6357,EPP,INL,0.0189873417721518
6358,GUE/NGL,INL,0.2857142857142857
6359,Greens/EFA,INL,0.265625
6360,ID,INL,0.0980392156862745
6361,Renew,INL,0.0
6362,S&D,INL,0.0
6363,ECR,INI,0.1929824561403509
6364,EPP,INI,0.0657894736842105
6365,GUE/NGL,INI,0.4411764705882353
6366,Greens/EFA,INI,0.0
6367,ID,INI,0.3137254901960784
6368,Renew,INI,0.0520833333333333
6369,S&D,INI,0.0
6370,ECR,INI,0.2203389830508474
6371,EPP,INI,0.2337662337662337
6372,GUE/NGL,INI,0.0857142857142857
6373,Greens/EFA,INI,0.0
6374,ID,INI,0.3269230769230768
6375,Renew,INI,0.0306122448979592
6376,S&D,INI,0.0
6377,ECR,NLE,0.0
6378,EPP,NLE,0.0129032258064516
6379,GUE/NGL,NLE,0.0571428571428571
6380,Greens/EFA,NLE,0.0
6381,ID,NLE,0.02
6382,Renew,NLE,0.0
6383,S&D,NLE,0.0
6384,ECR,INI,0.0677966101694915
6385,EPP,INI,0.0
6386,GUE/NGL,INI,0.5428571428571429
6387,Greens/EFA,INI,0.0158730158730159
6388,ID,INI,0.2115384615384615
6389,Renew,INI,0.0
6390,S&D,INI,0.0
6391,ECR,INI,0.2203389830508474
6392,EPP,INI,0.032258064516129
6393,GUE/NGL,INI,0.0294117647058823
6394,Greens/EFA,INI,0.0
6395,ID,INI,0.1764705882352941
6396,Renew,INI,0.0515463917525773
6397,S&D,INI,0.0169491525423728
6398,ECR,COD,0.0185185185185184
6399,EPP,COD,0.0
6400,GUE/NGL,COD,0.0
6401,Greens/EFA,COD,0.0
6402,ID,COD,0.3529411764705882
6403,Renew,COD,0.0
6404,S&D,COD,0.0
6405,ECR,INI,0.1724137931034483
6406,EPP,INI,0.0063694267515923
6407,GUE/NGL,INI,0.2647058823529411
6408,Greens/EFA,INI,0.03125
6409,ID,INI,0.3461538461538461
6410,Renew,INI,0.0
6411,S&D,INI,0.040650406504065
6412,ECR,INI,0.02
6413,EPP,INI,0.0
6414,GUE/NGL,INI,0.0
6415,Greens/EFA,INI,0.0
6416,ID,INI,0.0
6417,Renew,INI,0.0
6418,S&D,INI,0.0275229357798164
6419,ECR,INI,0.04
6420,EPP,INI,0.0
6421,GUE/NGL,INI,0.2068965517241379
6422,Greens/EFA,INI,0.0
6423,ID,INI,0.1702127659574468
6424,Renew,INI,0.0
6425,S&D,INI,0.0
6426,ECR,INI,0.5576923076923077
6427,EPP,INI,0.3787878787878788
6428,GUE/NGL,INI,0.0
6429,Greens/EFA,INI,0.0
6430,ID,INI,0.4042553191489362
6431,Renew,INI,0.2352941176470588
6432,S&D,INI,0.0
6433,ECR,INI,0.1034482758620689
6434,EPP,INI,0.1103896103896103
6435,GUE/NGL,INI,0.3823529411764705
6436,Greens/EFA,INI,0.0158730158730159
6437,ID,INI,0.0
6438,Renew,INI,0.1212121212121212
6439,S&D,INI,0.0283018867924528
6440,ECR,COD,0.2068965517241379
6441,EPP,COD,0.0
6442,GUE/NGL,COD,0.0294117647058823
6443,Greens/EFA,COD,0.0
6444,ID,COD,0.28
6445,Renew,COD,0.0306122448979592
6446,S&D,COD,0.0
6447,ECR,INI,0.423728813559322
6448,EPP,INI,0.0
6449,GUE/NGL,INI,0.2941176470588235
6450,Greens/EFA,INI,0.1904761904761904
6451,ID,INI,0.0196078431372549
6452,Renew,INI,0.0
6453,S&D,INI,0.0
6454,ECR,INI,0.4615384615384615
6455,EPP,INI,0.0
6456,GUE/NGL,INI,0.4137931034482759
6457,Greens/EFA,INI,0.1034482758620689
6458,ID,INI,0.3541666666666666
6459,Renew,INI,0.0113636363636363
6460,S&D,INI,0.0642201834862384
6461,ECR,INI,0.3846153846153846
6462,EPP,INI,0.0827067669172932
6463,GUE/NGL,INI,0.1034482758620689
6464,Greens/EFA,INI,0.0
6465,ID,INI,0.3404255319148936
6466,Renew,INI,0.0227272727272727
6467,S&D,INI,0.0
6468,ECR,COD,0.0754716981132075
6469,EPP,COD,0.0
6470,GUE/NGL,COD,0.2121212121212121
6471,Greens/EFA,COD,0.0
6472,ID,COD,0.5918367346938775
6473,Renew,COD,0.0736842105263158
6474,S&D,COD,0.0
6475,ECR,COD,0.06
6476,EPP,COD,0.1466666666666666
6477,GUE/NGL,COD,0.2121212121212121
6478,Greens/EFA,COD,0.0
6479,ID,COD,0.6
6480,Renew,COD,0.1030927835051546
6481,S&D,COD,0.0
6482,ECR,INI,0.2321428571428571
6483,EPP,INI,0.0
6484,GUE/NGL,INI,0.0625
6485,Greens/EFA,INI,0.0
6486,ID,INI,0.607843137254902
6487,Renew,INI,0.0
6488,S&D,INI,0.0
6489,ECR,INI,0.2678571428571429
6490,EPP,INI,0.0389610389610389
6491,GUE/NGL,INI,0.0
6492,Greens/EFA,INI,0.0
6493,ID,INI,0.3921568627450981
6494,Renew,INI,0.010204081632653
6495,S&D,INI,0.025
6496,ECR,INI,0.0535714285714286
6497,EPP,INI,0.0192307692307692
6498,GUE/NGL,INI,0.1470588235294118
6499,Greens/EFA,INI,0.0
6500,ID,INI,0.0
6501,Renew,INI,0.0309278350515463
6502,S&D,INI,0.025
6503,ECR,INI,0.3389830508474576
6504,EPP,INI,0.0649350649350649
6505,GUE/NGL,INI,0.0
6506,Greens/EFA,INI,0.046875
6507,ID,INI,0.5192307692307692
6508,Renew,INI,0.0202020202020202
6509,S&D,INI,0.1463414634146341
6510,ECR,INI,0.4901960784313726
6511,EPP,INI,0.0232558139534884
6512,GUE/NGL,INI,0.2068965517241379
6513,Greens/EFA,INI,0.0655737704918032
6514,ID,INI,0.0
6515,Renew,INI,0.1022727272727272
